sku,price,name,technical_description,material_code,customer_material_code,lead_time,brand,hsn,tax_percentage,moq,uom,customer_uom,url
,91.49868,"SOCKET HEAD,HIGH TENSILE SCREW24X80MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 80MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:80mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0072,21-28 Days,,7318,18.00%,1,EA,EA,
,62.8474,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 120MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 120
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:22 MM
LENGTH: 120 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0098,21-28 Days,,7318,18.00%,1,EA,EA,
,123.725,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 240MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 240
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 20 MM
LENGTH: 240 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0082,21-28 Days,,7318,18.00%,1,EA,EA,
,67.2182,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 85MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 85
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 24 MM
LENGTH: 85 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0014,21-28 Days,,7318,18.00%,1,EA,EA,
,41.83914,"SOCKET HEAD,HIGH TENSILE SCREW20X50MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 50MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:50mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0024,21-28 Days,,7318,18.00%,1,EA,EA,
,56.6734,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 125MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 125
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 20 MM
LENGTH: 125 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0073,21-28 Days,,7318,18.00%,1,EA,EA,
,40.7484,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 170MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 170
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 16 MM
LENGTH: 170 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0027,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"BOLT-NUT HEX HD MS 1/2"" X 2-1/2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1/2"" X 2-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 1/2""
LENGTH: 2-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 12 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0080,21-28 Days,,7318,18.00%,1,EA,EA,
,52.43392,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 65MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 65
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 65 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0010,21-28 Days,,7318,18.00%,1,EA,EA,
,5.25,BOLT-NUT HEX HD MS 12 X 65 MM 4.6,"Short Description :
Short Description :
BOLT-NUT HEX HD MS 12 X 65 MM 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, METRIC THREAD
NOMINAL DIAMETER: 12 MM
LENGTH: 65 MM
PROPERTY CLASS:4.6
REFERENCE STD.: IS1363 (PART-I)
THREAD PITCH: 1.75 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090C0023,21-28 Days,,7318,18.00%,1,EA,EA,
,126.322,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 170MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 170
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 170 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0025,21-28 Days,,7318,18.00%,1,EA,EA,
,156.95729,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 140MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 140
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 140 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0044,21-28 Days,,7318,18.00%,1,EA,EA,
,153.08433,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 300MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 300
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 300 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0085,21-28 Days,,7318,18.00%,1,EA,EA,
,27.489,"HEX HEAD, HIGH TENSILE BOLT, 18MM, 60MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 18 X 60
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 18 MM
LENGTH: 60 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0039,21-28 Days,,7318,18.00%,1,EA,EA,
,55.0172,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:22 MM
LENGTH: 90 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0094,21-28 Days,,7318,18.00%,1,EA,EA,
,153.08433,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 280MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 280
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 280 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0084,21-28 Days,,7318,18.00%,1,EA,EA,
,129.5021,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 260MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 260
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 260 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0083,21-28 Days,,7318,18.00%,1,EA,EA,
,66.5,"BOLT-NUT HEX HD MS 7/8"" X 4-1/2"" 4.6","M S BOLT & NUT 7/8"" X 4 1/2 """,,0090B0028,21-28 Days,,7318,18.00%,1,EA,EA,
,44.1392,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 65MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 65
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 22 MM
LENGTH: 65 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0089,21-28 Days,,7318,18.00%,1,EA,EA,
,281.5344,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 200M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 200
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 200 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0073,21-28 Days,,7318,18.00%,1,EA,EA,
,52.74115,"SOCKET HEAD,HIGH TENSILE SCREW20X90MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 90MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:90mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0032,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 3/4"" X 2-1/2"" 4.6",M.S BOLT & NUT 3/4'' X 2 1/2'',,0090B0009,21-28 Days,,7318,18.00%,1,EA,EA,
,49.4116,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 80MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 80
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 22 MM
LENGTH: 80 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0092,21-28 Days,,7318,18.00%,1,EA,EA,
,203.40488,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 180MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 180
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 180 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0048,21-28 Days,,7318,18.00%,1,EA,EA,
,69.2762,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 300MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 300
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 16 MM
LENGTH: 300 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0034,21-28 Days,,7318,18.00%,1,EA,EA,
,166.45349,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 150MM","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 27MM, 150MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:150mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:27mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101G0045,21-28 Days,,7318,18.00%,1,EA,EA,
,196.0705,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 240MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 240
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 240 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0029,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,M.S. HEX BOLT with NUT 5/8 x 3.1/2,"Short Description :
BLACK BOLT/BLACK BOLT WITH NUT,HEX.HEAD,BLACK BOLT,BSW,0.625
Technical Specification :
TYPE:HEX.HEAD,BLACK BOLT,BSW
LENGTH : 88.9 MM.
PROPERTY CLASS : 26 TONS/SQ.INCH-BS 916
NOMINAL BOLT DIAMETER : 0.625 INCH
REFERENCE STD. : BS 916-BLACK BOLT SCREW&NUT,HEX.& SQUARE",,0090A0096,21-28 Days,,7318,18.00%,1,EA,EA,
,235.88747,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 300MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 300
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 24 MM
LENGTH: 300 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0032,21-28 Days,,7318,18.00%,1,EA,EA,
,45.04178,"SOCKET HEAD,HIGH TENSILE SCREW20X40MM",ALLEN BOLT M20X40,,0100F0022,21-28 Days,,7318,18.00%,1,EA,EA,
,17.934,BOLT HEX HEAD SS304 16x70 MM,"Short Description :
BOLT HEX HEAD SS304 16x70 MM
Technical Specification :
TYPE:HEX.HEAD BOLT, METRIC THREAD
PROPERTY CLASS:
REFERENCE STD.:
NOMINAL DIAMETER:16 MM
LENGTH: 70 MM
THREAD PITCH: 2.0 MM
THREAD LENGTH: STANDARD
MATERIAL: AISI 304 (A2)
SURFACE FINISH: NONE",,0101A0533,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"BOLT-NUT HEX HD MS 1/2"" X 3"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1/2"" X 3"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 1/2""
LENGTH: 3""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 12 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0081,21-28 Days,,7318,18.00%,1,EA,EA,
,209.2986,"""HEX HEAD, HIGH TENSILE BOLT, 24MM, 260M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 260
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 24 MM
LENGTH: 260 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0030,21-28 Days,,7318,18.00%,1,EA,EA,
,24.586,"HEX HEAD, HIGH TENSILE BOLT, 18MM, 50MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 18 X 50
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 18 MM
LENGTH: 50 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0037,21-28 Days,,7318,18.00%,1,EA,EA,
,323.76456,"""HEX HEAD, HIGH TENSILE BOLT, 36MM, 150M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 150
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:36 MM
LENGTH: 150 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0014,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"BOLT-NUT HEX HD MS 3/4"" X 4"" 4.6","Short Description :
BOLT-NUT HEX HD MS 3/4"" X 4"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:3/4""
LENGTH: 4""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 10 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0012,21-28 Days,,7318,18.00%,1,EA,EA,
,46.4569,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 55MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 55
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 24 MM
LENGTH: 55 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0008,21-28 Days,,7318,18.00%,1,EA,EA,
,40.572,"HEX HEAD, HIGH TENSILE BOLT, 18MM, 100MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 18 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 18 MM
LENGTH: 100 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0047,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"BOLT-NUT HEX HD MS 1"" X 4-1/2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1"" X 4-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:1""
LENGTH: 4-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 8 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0043,21-28 Days,,7318,18.00%,1,EA,EA,
,318.48579,",;' HEAD, HIGH TENSILE BOLT, 33MM, 180MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 33 X 180
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 33 MM
LENGTH: 180 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0095,21-28 Days,,7318,18.00%,1,EA,EA,
,44.2862,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 70MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 70
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:22 MM
LENGTH: 70 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0090,21-28 Days,,7318,18.00%,1,EA,EA,
,44.2274,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 55MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 55
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 22 MM
LENGTH: 55 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0087,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 1/2"" X 1-1/2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1/2"" X 1-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 1/2""
LENGTH: 1-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 16 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0078,21-28 Days,,7318,18.00%,1,EA,EA,
,183.70492,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 160MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 27 MM
LENGTH: 160 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0046,21-28 Days,,7318,18.00%,1,EA,EA,
,181.888,NUT HEX HEAD HT 48 MM 10,"Short Description :
NUT HEX HEAD HT 48 MM 10
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10
REFERENCE STD.:IS1364(PART 3)/ISO4032/DIN934
NOMINAL DIAMETER:48 MM
PITCH:
SURFACE FINISH: BLACK


PACKING INSTRUCTION: NONE",,0096A0004,21-28 Days,,7318,18.00%,1,EA,EA,
,239.5235,"HEX HEAD, HIGH TENSILE BOLT, 33MM, 120MM","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 33MM, 120MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:120mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:33mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101G0088,21-28 Days,,7318,18.00%,1,EA,EA,
,81.90007,"SOCKET HEAD,HIGH TENSILE SCREW20X140MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 140MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:140mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0037,21-28 Days,,7318,18.00%,1,EA,EA,
,80.94114,"SOCKET HEAD,HIGH TENSILE SCREW24X70MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 24MM, 70MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:70mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:24mm",,0100F0070,21-28 Days,,7318,18.00%,1,EA,EA,
,136.318,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 70MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 70
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 70 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0057,21-28 Days,,7318,18.00%,1,EA,EA,
,64.68,"HEX HEAD, HIGH TENSILE BOLT, 18MM, 180MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 18 X 180
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 18 MM
LENGTH: 180 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0056,21-28 Days,,7318,18.00%,1,EA,EA,
,76.18373,"SOCKET HEAD,HIGH TENSILE SCREW20X130MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 130MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:130mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0036,21-28 Days,,7318,18.00%,1,EA,EA,
,62.91698,"SOCKET HEAD,HIGH TENSILE SCREW20X110MM",ALLEN BOLT M20 X 110,,0100F0034,21-28 Days,,7318,18.00%,1,EA,EA,
,352.27178,"HEX HEAD, HIGH TENSILE BOLT, 36MM, 160MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 36 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS: 10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER: 36 MM
LENGTH: 160 MM
PITCH: 4 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101H0015,21-28 Days,,7318,18.00%,1,EA,EA,
,65.6208,"BOLT-NUT HEX HD MS 1"" X 5"" 4.6","M S BOLT & NUT 1"" X 5 """,,0090B0044,21-28 Days,,7318,18.00%,1,EA,EA,
,90.13011,"SOCKET HEAD,HIGH TENSILE SCREW20X150MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 150MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:150mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0038,21-28 Days,,7318,18.00%,1,EA,EA,
